0,89378
0.25,-1437.753
0.5,-879.8282
0.75,-772.7244
1,-598.228
1.25,-1587.243
1.5,-1418.153
1.75,117.7998
2,491.8561
2.25,-1809.437
2.5,-321.2298
2.75,260.1368
3,68.81114
3.25,-1638.339
3.5,-480.9306
3.75,-1692.116
4,72.19556
4.25,-1049.969
4.5,-2814.546
4.75,-744.8742
5,84.71622
5.25,186.7479
5.5,-39.83865
5.75,-59.21304
6,-550.5095
6.25,562.261
6.5,-406.4987
6.75,-195.627
7,-274.4187
7.25,-1667.85
7.5,-3687.117
7.75,-1997.191
8,-1661.717
8.25,-2583.473
8.5,-2801.61
8.75,-2429.269
9,-2690.035
9.25,3274.604
9.5,168.5499
9.75,-1343.571
10,-3230.76
10.25,-564.5298
10.5,-1358.359
10.75,-1450.153
11,-5051.442
11.25,53.81248
11.5,-2850.105
11.75,-2627.901
12,-4863.294
12.25,-1363.404
12.5,197.9905
12.75,1382.109
13,-3808.25
13.25,1988.665
13.5,-1216.113
13.75,485.318
14,-5160.952
14.25,-2471.815
14.5,-2642.331
14.75,1311.891
15,-4113.988
15.25,-88.48882
15.5,-1129.424
15.75,74.20181
16,-4205.906
16.25,-1262.72
16.5,-103.0622
16.75,-3687.977
17,-4739.947
17.25,-1831.416
17.5,-3292.495
17.75,-3971.004
18,-3446.278
18.25,-408.0085
18.5,-1358.48
18.75,-3130.28
19,-3217.047
19.25,1289.33
19.5,-1798.014
19.75,-2957.515
20,-4442.047
20.25,-798.7025
20.5,-254.6818
20.75,-1016.48
21,-6063.522
21.25,-664.754
21.5,1397.256
21.75,-3498.757
22,-6106
22.25,3049.584
22.5,254.2441
22.75,-1203.941
23,-3229.166
23.25,1020.228
23.5,-2810.905
23.75,-1342.786
24,-4538.484
24.25,-1005.679
24.5,-2633.129
24.75,-1451.177
25,-4748.881
25.25,1373.953
25.5,1156.56
25.75,-762.488
26,-4598.005
26.25,1175.854
26.5,-374.9153
26.75,-1782.514
27,-2565.892
27.25,2548.056
27.5,-2409.115
27.75,-1048.54
28,-4376.236
28.25,-87.78784
28.5,-105.6181
28.75,-2496.56
29,-5421.482
29.25,604.3682
29.5,-89.77491
29.75,662.3154
30,-4055.033
30.25,-686.4246
30.5,418.2309
30.75,-1175.811
31,-2188.724
31.25,2200.683
31.5,-217.457
31.75,-1281.517
32,-3198.403
32.25,-1430.907
32.5,-906.2515
32.75,-96.61108
33,-3155.026
33.25,235.3444
33.5,46.07829
33.75,-991.6392
34,-1584.376
34.25,-1393.705
34.5,-1001.81
34.75,-818.5777
35,-4400.11
35.25,-89.16043
35.5,-267.9462
35.75,-4090.298
36,-3813.507
36.25,1502.687
36.5,-707.4378
36.75,-363.8176
37,-1628.338
37.25,-1366.228
37.5,-95.01917
37.75,-1645.29
