AA,AA,04,80,02,FF,52,2C
AA,AA,04,80,02,00,35,48
AA,AA,04,80,02,00,68,15
AA,AA,04,80,02,FF,AE,D0
AA,AA,04,80,02,FF,87,F7
AA,AA,04,80,02,00,67,16
AA,AA,04,80,02,00,F2,8B
AA,AA,04,80,02,00,41,3C
AA,AA,04,80,02,FF,9A,E4
AA,AA,04,80,02,FF,C3,BB
AA,AA,04,80,02,00,9D,E0
AA,AA,04,80,02,00,F9,84
AA,AA,04,80,02,00,18,65
AA,AA,04,80,02,FF,6A,14
AA,AA,04,80,02,FF,79,05
AA,AA,04,80,02,00,34,49
AA,AA,04,80,02,00,88,F5
AA,AA,04,80,02,FF,FB,83
AA,AA,04,80,02,FF,CF,AF
AA,AA,04,80,02,00,63,1A
AA,AA,04,80,02,00,94,E9
AA,AA,04,80,02,FF,CC,B2
AA,AA,04,80,02,FF,6E,10
AA,AA,04,80,02,00,30,4D
AA,AA,04,80,02,00,98,E5
AA,AA,04,80,02,FF,F5,89
AA,AA,04,80,02,FF,BD,C1
AA,AA,04,80,02,00,73,0A
AA,AA,04,80,02,00,A3,DA
AA,AA,04,80,02,FF,D6,A8
AA,AA,04,80,02,FF,A5,D9
AA,AA,04,80,02,00,53,2A
AA,AA,04,80,02,00,A4,D9
AA,AA,04,80,02,FF,FA,84
AA,AA,04,80,02,FF,78,06
AA,AA,04,80,02,00,1A,63
AA,AA,04,80,02,00,88,F5
AA,AA,04,80,02,00,00,7D
AA,AA,04,80,02,FF,B4,CA
AA,AA,04,80,02,FF,EA,94
AA,AA,04,80,02,00,86,F7
AA,AA,04,80,02,00,B0,CD
AA,AA,04,80,02,00,00,7D
AA,AA,04,80,02,FF,8D,F1
AA,AA,04,80,02,FF,D9,A5
AA,AA,04,80,02,00,9A,E3
AA,AA,04,80,02,00,A8,D5
AA,AA,04,80,02,FF,EE,90
AA,AA,04,80,02,FF,8D,F1
AA,AA,04,80,02,00,28,55
AA,AA,04,80,02,00,94,E9
AA,AA,04,80,02,FF,DC,A2
AA,AA,04,80,02,FF,8B,F3
AA,AA,04,80,02,00,51,2C
AA,AA,04,80,02,00,B6,C7
AA,AA,04,80,02,FF,F3,8B
AA,AA,04,80,02,FF,B7,C7
AA,AA,04,80,02,00,74,09
AA,AA,04,80,02,00,D2,AB
AA,AA,04,80,02,FF,F6,88
AA,AA,04,80,02,FF,99,E5
AA,AA,04,80,02,00,70,0D
AA,AA,04,80,02,00,C1,BC
AA,AA,04,80,02,FF,DC,A2
AA,AA,04,80,02,FF,73,0B
AA,AA,04,80,02,00,2A,53
AA,AA,04,80,02,00,A9,D4
AA,AA,04,80,02,00,20,5D
AA,AA,04,80,02,FF,B4,CA
AA,AA,04,80,02,FF,D5,A9
AA,AA,04,80,02,00,84,F9
AA,AA,04,80,02,00,A8,D5
AA,AA,04,80,02,FF,D9,A5
AA,AA,04,80,02,FF,8C,F2
AA,AA,04,80,02,00,58,25
AA,AA,04,80,02,00,C7,B6
AA,AA,04,80,02,00,04,79
AA,AA,04,80,02,FF,8C,F2
AA,AA,04,80,02,FF,BD,C1
AA,AA,04,80,02,00,64,19
AA,AA,04,80,02,00,90,ED
AA,AA,04,80,02,FF,DC,A2
AA,AA,04,80,02,FF,A9,D5
AA,AA,04,80,02,00,59,24
AA,AA,04,80,02,00,AA,D3
AA,AA,04,80,02,FF,E2,9C
AA,AA,04,80,02,FF,7E,00
AA,AA,04,80,02,00,11,6C
AA,AA,04,80,02,00,28,55
AA,AA,04,80,02,FF,83,FB
AA,AA,04,80,02,FF,46,38
AA,AA,04,80,02,00,04,79
AA,AA,04,80,02,00,60,1D
AA,AA,04,80,02,FF,B5,C9
AA,AA,04,80,02,FF,58,26
AA,AA,04,80,02,00,1B,62
AA,AA,04,80,02,00,7A,03
AA,AA,04,80,02,FF,C2,BC
AA,AA,04,80,02,FF,6C,12
AA,AA,04,80,02,00,0A,73
AA,AA,04,80,02,00,52,2B
AA,AA,04,80,02,FF,C8,B6
AA,AA,04,80,02,FF,6C,12
AA,AA,04,80,02,FF,EA,94
AA,AA,04,80,02,00,2C,51
