0,125739
0.25,2823.15888416419
0.5,12709.6663814261
0.75,19025.6842339626
1,43432.9934278305
1.25,24406.8739127497
1.5,49846.1789361306
1.75,50470.7412503133
2,79054.6011412662
2.25,63951.1303761619
2.5,48907.4965777737
2.75,66739.8975457563
3,80261.5480900155
3.25,95968.98085967
3.5,41646.6328385466
3.75,64765.7651483083
4,64596.0070634262
4.25,67370.869371451
4.5,44017.879086376
4.75,45185.4919942006
5,84310.1345840624
5.25,45627.2081255733
5.5,36796.0824865099
5.75,41817.2567764076
6,59763.1120439936
6.25,48557.4846263351
6.5,35710.1390537112
6.75,54478.8079186765
7,27396.1551263007
7.25,40794.5138154416
7.5,26062.6714075774
7.75,30135.6330011736
8,36096.3740362181
8.25,17521.3662371142
8.5,28196.8981136948
8.75,32984.0272927296
9,29436.0968912141
9.25,16748.6727794765
9.5,36040.7376083332
9.75,21295.3337995628
10,10686.7802608969
10.25,26295.895683442
10.5,15576.3336801701
10.75,22697.7462020509
11,8426.61023513511
11.25,2685.3762405804
11.5,9110.22787672822
11.75,24670.5583368357
12,8498.28248578109
12.25,12645.3491968122
12.5,8917.88957053681
12.75,7462.37753214751
13,15723.0623796747
13.25,17308.848138404
13.5,5669.84114234608
13.75,10689.7829019206
14,15031.7825084493
14.25,16966.1866059955
14.5,16271.6151414489
14.75,9157.63800093641
15,3922.67997521443
15.25,4785.22871965023
15.5,16853.8875099904
15.75,13774.6297376926
16,4629.31436693866
16.25,24236.342273127
16.5,1495.5693359047
16.75,7262.74910541483
17,10882.001295646
17.25,4452.83114147543
17.5,7112.9871631193
17.75,8790.70158406334
18,13233.9844153487
18.25,5623.01405153829
18.5,16124.2159092777
18.75,3959.80102779265
19,12098.2728129604
19.25,2465.7266383673
19.5,1619.00853687761
19.75,2688.22555884992
20,6367.00844371813
20.25,5008.85106073571
20.5,4888.53552193688
20.75,17966.7639858134
21,11276.8894599651
21.25,3017.97538488645
21.5,2405.75217612972
21.75,4543.48094810594
22,3020.79665790064
22.25,7646.47845436424
22.5,5461.6079045631
22.75,10014.7985830211
23,13331.6352891951
23.25,2909.38793526067
23.5,5906.95846116081
23.75,10489.3885557009
24,3413.18217361651
24.25,7996.510746273
24.5,4269.08108107027
24.75,11235.1053093471
25,6541.01793008549
25.25,10038.3052693746
25.5,7966.82544283202
25.75,7214.10664364179
26,8001.80536610006
26.25,4981.2068713812
26.5,6336.36975056689
26.75,5554.44515213916
27,4102.64091673806
27.25,8915.86894428808
27.5,3558.91450111052
27.75,2640.84176646784
28,2457.58649960018
28.25,12150.04660467
28.5,3450.41367709264
28.75,9922.86674713371
29,4774.85433146915
29.25,7567.33105816586
29.5,8778.31941319308
29.75,2280.00665234393
30,7584.77055168964
30.25,5719.7668564256
30.5,2029.82474288788
30.75,1066.59568093403
31,1979.56967916956
31.25,4231.25300453753
31.5,5880.57950059644
31.75,5763.02385803807
32,4097.77303196626
32.25,5157.2813857612
32.5,1971.776885399
32.75,2742.97853321617
33,3605.73010404565
33.25,7256.21579403651
33.5,3585.25149941066
33.75,8381.46868528284
34,4725.16753090955
34.25,2383.85038717425
34.5,5307.30239391329
34.75,4711.82914889226
35,3726.19075006296
35.25,11196.7509222965
35.5,6290.84934514953
35.75,8695.29264622755
36,6031.13496351629
36.25,8484.81283800859
36.5,4140.40030600894
36.75,6537.49456271425
37,839.483729353303
37.25,7631.82810525913
37.5,9308.2197670029
37.75,5419.43069298593
38,8189.8872293579
38.25,2389.0880805828
38.5,10599.9336756208
38.75,3022.85577357779
39,6792.77421376004
39.25,4738.35260915277
39.5,7869.72840294632
39.75,6626.01495062245
40,10949.2121899205
40.25,12393.7908850495
40.5,5498.01443931376
40.75,6439.51444540139
41,2892.79451767627
41.25,6003.21349885769
41.5,7758.16879969508
41.75,1543.54335706717
42,3932.17432367745
42.25,4786.79757976205
42.5,4413.10211213621
42.75,2967.89520728525
43,6200.62346133951
43.25,4854.67621629804
43.5,4456.9009551632
43.75,4806.4376492767
44,4195.0918227934
44.25,6543.3366307598
44.5,2317.66240547926
44.75,4520.63274807663
45,2918.57031805682
45.25,2160.14353750871
45.5,5458.13965115841
45.75,2179.1748650215
46,311.312639318951
46.25,3291.55689551299
46.5,4927.97534186223
46.75,3262.49362004531
47,5831.74735394054
47.25,5265.55053514186
47.5,8462.89139644969
47.75,4628.61522977178
48,3936.21763489686
48.25,503.125402028313
48.5,3623.7984302639
